Store Type,City,Gender,Age,Age Group,Q1 Expenditure,Q2 Expenditure,Q3 Expenditure,Q4 Expenditure,Discount Used
Merchandise,Chennai,Female,44,Middle Age,13434.7,4626.73,4001.99,13239.03,Yes
Merchandise,Mumbai,Male,18,Young Adult,8869.04,18649.55,11918.2,11247.79,Yes
Grocery,Bangalore,Female,41,Middle Age,13808.7,11642.5,4030.13,14094.44,No
Grocery,Bangalore,Male,34,Adult,6404.93,12792.33,20262.16,6338.88,No
Merchandise,Jaipur,Female,41,Middle Age,5414.44,,15584.8,17258.58,No
Merchandise,Chennai,Male,52,Senior,11928.44,17400.3,9282.31,8846.78,Yes
Grocery,Chennai,Female,51,Senior,11467.94,16851.82,11017.94,12187.36,Yes
Merchandise,Pune,Male,31,Adult,3248.04,23542.3,10190.99,15419.49,No
Merchandise,Jaipur,Male,20,Young Adult,6830.14,24864.47,9284.49,7665.82,Yes
Grocery,Kolkata,Male,17,Teen,16734.81,1743.74,7010.72,12849.08,No
,Lucknow,Male,41,Middle Age,10076.78,,6341.12,8216.02,No
Merchandise,Delhi,Male,36,Middle Age,8127.1,5157.15,4340.66,11540.21,Yes
Grocery,Delhi,Female,46,Middle Age,8329.61,6923.98,13927.94,4890.38,No
Merchandise,Jaipur,Female,59,Senior,4067.74,22222.19,1827.35,14813.76,Yes
Grocery,Kolkata,Male,58,Senior,16688.04,1759.82,1964.27,8151.08,Yes
Grocery,Chennai,Female,39,Middle Age,15352.9,23927.68,-18467.78,17809.98,Yes
Grocery,Jaipur,Female,50,Middle Age,15891.31,20646.93,12321.92,12355.12,No
Merchandise,Mumbai,Male,28,Adult,13923.89,22357.54,9687.48,4000.73,No
Merchandise,Pune,Male,61,Senior,-11253.8,8541.17,12569.99,9464.37,No
Merchandise,Bangalore,Female,64,Senior,10191.76,19577.28,13238.19,16200.25,No
Grocery,Chennai,Male,29,Adult,19141.0,6905.24,1833.73,7989.77,No
Merchandise,Delhi,Male,27,Adult,15623.79,8746.05,,2016.77,No
Merchandise,Bangalore,Female,27,Adult,8810.76,,10136.6,,Yes
,Pune,Female,33,Adult,9537.13,,19458.8,5780.78,Yes
Merchandise,Delhi,Female,15,Teen,,,17354.73,7032.48,Yes
Merchandise,Lucknow,Male,42,Middle Age,6942.27,11373.58,4606.31,15050.17,Yes
Grocery,Hyderabad,Female,60,Senior,10038.43,22800.94,2131.45,2792.01,No
Grocery,Mumbai,Female,-1,Teen,15489.85,,5300.56,7656.94,No
Merchandise,Jaipur,Female,41,Middle Age,5865.26,18913.79,576.1,1185.17,No
Merchandise,Kolkata,Female,62,Senior,13276.48,-14505.25,20103.42,15214.87,Yes
Grocery,Lucknow,Male,34,Adult,10313.78,11951.2,8959.93,6980.92,Yes
Grocery,Delhi,Female,17,Teen,15034.96,18711.38,10699.09,12168.58,No
Merchandise,Lucknow,Female,60,Senior,10218.51,-17793.43,2576.94,13796.85,No
Grocery,Delhi,Male,39,Middle Age,5389.3,4126.56,3738.04,6755.94,Yes
Grocery,Hyderabad,Male,42,Middle Age,2774.25,2791.21,19786.8,6560.4,No
Merchandise,Chennai,Female,-1,Teen,12525.03,18457.75,13079.25,6621.67,No
Grocery,Jaipur,Female,25,Young Adult,19101.18,22496.14,5421.43,-9190.02,No
Grocery,Jaipur,Female,19,Young Adult,9456.21,,3212.14,12618.23,Yes
Grocery,Bangalore,Male,51,Senior,16591.28,9479.92,11238.04,14683.41,No
Merchandise,Bangalore,Female,20,Young Adult,,21197.56,6942.71,2785.66,Yes
Grocery,Indore,,35,Adult,11709.88,16611.23,12573.49,11704.0,No
Merchandise,Mumbai,Male,23,Young Adult,15053.27,-7575.07,4876.12,13926.72,Yes
Merchandise,Mumbai,Female,36,Middle Age,,14279.39,16406.25,8324.31,No
Grocery,Delhi,Female,59,Senior,,,6618.69,15087.95,Yes
Merchandise,Mumbai,Female,20,Young Adult,12808.5,18794.8,19165.53,2250.77,No
Grocery,Pune,Female,58,Senior,11030.04,13997.88,16138.29,8478.68,Yes
Grocery,Delhi,Female,44,Middle Age,5207.4,21378.74,5919.89,12905.55,Yes
Grocery,Lucknow,Male,33,Adult,17898.82,12167.5,21868.77,5407.06,No
Merchandise,Delhi,Female,37,Middle Age,11408.32,16858.67,12846.24,1842.81,No
Grocery,Chennai,Female,51,Senior,,11608.09,-14325.98,3304.11,No
Merchandise,Indore,Male,15,Teen,17991.88,1493.06,1529.42,6905.76,Yes
Grocery,Indore,Male,64,Senior,16006.71,12991.93,20989.91,631.99,No
Grocery,Delhi,Female,61,Senior,-16783.85,,11190.95,7837.17,No
Merchandise,Mumbai,Female,62,Senior,17310.6,6145.47,12015.85,4903.71,Yes
Grocery,Chennai,Male,16,Teen,10137.36,18140.86,989.12,11412.25,Yes
Merchandise,Jaipur,Male,37,Middle Age,14652.36,-5973.43,4325.61,5906.13,Yes
Grocery,Chennai,Female,57,Senior,13937.78,20099.44,17184.81,3569.84,No
Merchandise,Chennai,Female,26,Adult,16661.32,2063.99,11383.57,12938.01,Yes
Merchandise,Indore,Female,35,Adult,7409.78,7611.68,6810.84,3623.24,Yes
Grocery,Jaipur,Female,28,Adult,17854.21,15917.1,6256.91,9284.12,No
Grocery,Lucknow,Female,-1,Teen,19989.38,6711.03,11139.22,2635.41,Yes
,Kolkata,Female,61,Senior,14495.66,24443.95,11686.81,2003.36,No
Merchandise,Hyderabad,Female,21,Young Adult,15034.72,18151.64,11161.0,9091.42,Yes
Grocery,Chennai,Female,50,Middle Age,,6162.99,17216.7,7835.46,No
Grocery,Delhi,Male,54,Senior,607.62,20644.88,7918.6,1473.64,No
Merchandise,Lucknow,Male,27,Adult,17101.55,19029.72,14818.66,13780.17,No
Grocery,Kolkata,Female,37,Middle Age,16477.81,17691.28,12804.51,5811.91,No
Grocery,Bangalore,Female,55,Senior,16127.6,16623.7,10918.45,8657.77,Yes
Merchandise,Bangalore,Female,150,Senior,1883.55,818.99,8363.67,5679.67,No
Grocery,Lucknow,Male,15,Teen,7943.98,16172.79,18398.15,12860.87,No
Merchandise,Chennai,Male,34,Adult,3905.57,12425.57,20745.48,2301.61,No
Grocery,Hyderabad,Female,52,Senior,13846.49,3644.85,2789.2,17599.65,No
Merchandise,Chennai,Male,32,Adult,2471.69,11591.3,16180.38,3089.0,Yes
Merchandise,Hyderabad,Female,30,Adult,10770.44,,17446.65,15349.32,No
Merchandise,Bangalore,Male,33,,2622.12,21408.72,7055.13,12430.11,Yes
Grocery,Delhi,Female,15,Teen,4640.77,14636.63,6390.31,7551.68,No
Merchandise,Hyderabad,Female,24,Young Adult,12144.27,24928.67,7913.04,4528.97,Yes
Merchandise,Indore,Male,58,Senior,2210.4,1983.22,813.82,5423.9,No
Merchandise,Mumbai,Female,32,Adult,12614.68,12727.94,21336.36,15187.34,No
Grocery,Lucknow,Female,23,Young Adult,5698.61,21316.64,19736.78,8843.11,Yes
Merchandise,Hyderabad,Male,55,Senior,13523.44,11682.83,5893.5,8038.95,Yes
Grocery,Jaipur,Female,28,Adult,3629.49,21158.93,10371.03,6596.98,No
Merchandise,Mumbai,Male,38,Middle Age,2873.13,12203.45,14137.63,1331.63,No
Grocery,Bangalore,Female,43,Middle Age,5770.86,20229.26,1250.02,9998.48,No
Merchandise,Hyderabad,Female,26,Adult,12220.9,19399.39,21321.87,3859.87,Yes
Merchandise,Mumbai,Male,50,Middle Age,5647.13,,18326.97,-13668.96,No
Merchandise,Delhi,Male,-1,Teen,15463.06,7776.94,12568.81,4453.68,Yes
Grocery,Hyderabad,Male,54,Senior,4705.99,10019.74,5982.05,11266.67,Yes
Grocery,Jaipur,Male,21,Young Adult,18106.03,6818.98,19486.8,5511.81,No
Merchandise,Lucknow,Female,-1,Teen,15767.63,24821.28,19471.06,826.71,No
Grocery,Indore,Female,37,Middle Age,8664.29,11678.18,16023.21,12417.74,No
Merchandise,Kolkata,Female,41,Middle Age,4676.69,19507.52,7228.16,16452.69,No
Grocery,,Female,16,Teen,2422.74,17791.4,9109.0,10116.83,No
Merchandise,Pune,Female,37,Middle Age,905.77,,,13562.27,No
Grocery,Indore,Female,60,Senior,1348.43,20604.88,3908.85,4376.69,Yes
Merchandise,Kolkata,Female,29,Adult,3009.67,21683.9,9034.91,5024.6,No
Grocery,Bangalore,Female,30,Adult,19169.23,14792.48,-3282.4,,Yes
Grocery,Pune,Female,17,Teen,14884.83,2458.18,1192.15,10966.43,Yes
,Bangalore,Female,32,Adult,5341.69,,18711.8,13889.47,No
Grocery,Delhi,Male,20,Young Adult,4513.54,22072.73,20956.87,8094.06,Yes
Merchandise,Delhi,Female,50,Middle Age,-11282.61,8240.12,20176.71,12611.51,No
Grocery,Kolkata,Female,33,Adult,2271.91,21355.82,7791.86,1873.5,No
Grocery,Mumbai,Female,24,Young Adult,3183.69,16239.73,16979.84,17455.67,Yes
Grocery,Mumbai,Female,30,Adult,9592.4,22635.23,12476.68,6894.71,No
Merchandise,Bangalore,Female,45,Middle Age,13847.98,5680.51,590.22,2118.09,No
Grocery,Lucknow,Female,30,Adult,1383.82,13669.86,9284.14,12228.8,No
Grocery,Bangalore,Female,59,Senior,10657.92,23161.64,18674.17,7306.73,Yes
Grocery,Bangalore,Female,16,Teen,19760.25,16446.87,16475.77,-4504.5,Yes
Grocery,Jaipur,Female,38,Middle Age,8017.66,16006.74,,7701.22,No
Grocery,Delhi,Male,57,Senior,,4644.42,10973.71,13976.28,No
Merchandise,Lucknow,Male,31,Adult,3558.68,11239.22,13642.34,11028.41,No
Merchandise,Indore,Female,28,Adult,7048.98,,10141.43,13659.77,No
Merchandise,Chennai,Male,63,Senior,13848.02,4698.64,10180.65,17352.29,No
Merchandise,Jaipur,Female,30,Adult,5585.41,18629.8,12645.5,15706.12,No
Merchandise,,Male,45,Middle Age,19664.5,1150.86,11054.06,9300.4,No
Grocery,Hyderabad,Male,56,Senior,15668.16,24609.74,7047.18,714.66,Yes
Grocery,Chennai,Female,45,Middle Age,2100.76,15681.08,19934.99,6802.12,No
Merchandise,Bangalore,Female,17,Teen,9508.74,21005.63,15993.37,9849.44,Yes
Merchandise,Kolkata,Male,58,Senior,9570.79,21117.9,15649.67,17390.6,No
Grocery,Mumbai,Male,64,Senior,16567.67,7285.59,5540.41,17047.65,Yes
Grocery,Indore,Female,33,Adult,10039.38,13782.87,12630.6,2427.13,Yes
Grocery,Indore,Male,47,Middle Age,14735.19,3666.04,16992.42,12428.37,No
Grocery,Pune,Male,53,Senior,,10098.0,8527.86,10907.58,No
Merchandise,Delhi,Male,18,Young Adult,10913.0,20377.49,,16861.89,Yes
Merchandise,Jaipur,Male,18,Young Adult,11854.26,9869.32,9156.9,9619.06,Yes
Merchandise,Pune,Male,25,Young Adult,3284.27,18338.73,,11968.06,No
Grocery,Mumbai,Male,40,Middle Age,11355.54,9833.01,11885.37,7461.21,Yes
Merchandise,Kolkata,Female,60,Senior,17206.17,22437.11,13605.06,2200.19,Yes
Merchandise,Indore,Female,37,Middle Age,4170.25,-16759.21,6718.22,13407.1,No
Merchandise,Kolkata,Male,45,Middle Age,5170.65,19829.15,21245.36,7382.88,Yes
Grocery,Delhi,Male,31,Adult,10027.32,18831.56,13795.27,17278.41,No
Grocery,Kolkata,Male,38,Middle Age,6736.09,14590.32,2520.36,3884.0,Yes
Merchandise,Pune,Female,62,Senior,3886.32,8649.46,13763.88,12600.04,Yes
Merchandise,Delhi,Male,23,Young Adult,8523.3,16456.67,4339.71,2124.89,No
Grocery,Mumbai,Female,32,Adult,1887.47,15419.04,11320.49,10739.14,No
Merchandise,,Female,15,Teen,-14836.75,12797.2,21659.7,,No
Grocery,Lucknow,Female,26,Adult,10871.62,12474.53,8188.92,557.43,No
Merchandise,Kolkata,Male,63,Senior,11319.38,21838.02,10856.2,11801.28,Yes
Merchandise,Indore,Female,63,Senior,7963.26,1859.13,17396.51,5573.08,Yes
Grocery,Indore,Male,27,Adult,2172.0,11376.2,,1175.32,No
Grocery,Pune,Female,28,,7810.59,1707.15,1309.27,2843.41,Yes
Merchandise,Bangalore,Male,53,Senior,,2135.24,17189.41,8038.43,No
Grocery,Delhi,Female,18,Young Adult,3944.49,18976.93,10921.37,10693.71,No
Merchandise,Pune,Male,24,Young Adult,2425.61,19954.08,10791.14,9542.68,Yes
Merchandise,Lucknow,Female,45,Middle Age,9920.15,10613.41,21569.36,10757.8,No
Grocery,Mumbai,Male,37,Middle Age,9184.2,8045.23,-3697.75,,Yes
Merchandise,Delhi,Male,21,Young Adult,16267.98,15005.94,8810.33,8484.57,Yes
Merchandise,Kolkata,Male,41,Middle Age,18061.07,10465.94,7753.88,14446.3,No
Merchandise,Pune,Male,29,Adult,11155.42,15453.93,,3385.53,Yes
Merchandise,Lucknow,Female,22,Young Adult,16677.99,3576.73,,2144.43,Yes
Grocery,Delhi,Male,59,Senior,10448.47,,5421.2,1754.21,No
Grocery,Pune,Female,49,Middle Age,16400.18,6748.33,11519.84,5994.99,No
,Chennai,Male,32,Adult,3208.58,15433.95,15145.4,17500.69,No
Grocery,Mumbai,Female,38,Middle Age,,4952.44,18104.11,17982.78,Yes
Merchandise,Mumbai,Female,42,Middle Age,19277.1,19456.71,10328.99,9796.59,Yes
Merchandise,Pune,Female,44,Middle Age,2259.53,14288.03,14388.48,,Yes
Grocery,Pune,Male,-1,Teen,15944.9,16602.72,9183.39,4214.3,Yes
Merchandise,Lucknow,Male,37,Middle Age,7144.6,12833.98,10892.04,12678.09,No
Merchandise,Lucknow,Male,45,Middle Age,17796.9,7216.53,20023.8,1130.9,Yes
Grocery,Hyderabad,Male,33,Adult,,22435.84,1869.29,10645.63,Yes
Grocery,Chennai,Male,50,Middle Age,12215.24,19131.77,7818.34,9709.9,No
Grocery,Pune,Female,21,Young Adult,9452.94,6276.08,21506.7,15008.11,Yes
Merchandise,Indore,Female,52,Senior,15141.91,15923.51,3061.96,,Yes
Grocery,Kolkata,Female,41,Middle Age,9910.18,21927.06,16551.45,11906.72,No
Merchandise,Bangalore,Male,52,Senior,1318.07,,-1033.1,17941.6,Yes
Merchandise,Mumbai,Female,53,Senior,4514.69,7985.28,8601.06,9904.76,Yes
Grocery,Indore,Female,-1,Teen,17559.86,3485.41,15753.63,9855.19,Yes
Merchandise,Mumbai,Male,29,Adult,18439.12,5644.16,20090.98,9975.86,Yes
Grocery,Bangalore,Female,48,Middle Age,10287.61,4080.74,17264.91,5478.23,No
Merchandise,Indore,Female,45,Middle Age,797.15,,9027.64,17030.24,Yes
Merchandise,Pune,Female,31,Adult,1620.78,3402.8,,-12821.76,Yes
Merchandise,Indore,Female,40,Middle Age,6019.31,2079.53,12391.46,13395.94,No
Grocery,Chennai,Female,54,Senior,3878.51,11585.29,14442.88,7225.4,Yes
Grocery,Chennai,Male,36,Middle Age,18099.67,3116.45,18744.5,11327.73,Yes
Grocery,Lucknow,Female,62,Senior,4922.6,12661.36,,8256.49,Yes
Merchandise,Chennai,Female,34,Adult,,3911.93,10345.66,17501.11,No
Merchandise,Delhi,Female,55,Senior,19618.04,1970.82,11064.18,17672.89,No
Grocery,Hyderabad,Male,57,Senior,1242.24,20267.11,10498.42,11991.13,Yes
Merchandise,Hyderabad,Male,24,Young Adult,18472.05,19318.67,,7314.94,No
Merchandise,Kolkata,Female,27,Adult,3718.57,5307.35,9204.73,8000.55,No
Grocery,Delhi,Female,30,Adult,6219.77,10749.91,,11701.92,No
Merchandise,Chennai,Female,58,Senior,4948.03,9129.38,18915.89,13064.84,No
Merchandise,Mumbai,Male,38,Middle Age,4154.12,8549.52,4427.67,2063.12,Yes
Merchandise,Delhi,Female,40,Middle Age,4201.86,7215.64,5001.01,5333.75,Yes
Grocery,Delhi,Male,51,Senior,,6818.12,5527.22,1046.87,Yes
Merchandise,Bangalore,Female,59,Senior,5254.28,11851.3,4224.36,5292.42,Yes
Grocery,Hyderabad,Male,19,Young Adult,,20123.17,-5908.61,4823.94,No
Merchandise,Bangalore,Female,51,Senior,1610.8,9226.66,1593.99,11279.24,Yes
Grocery,Delhi,Male,22,Young Adult,2433.67,4329.55,,867.61,Yes
Grocery,Chennai,Male,25,Young Adult,16886.38,19348.23,10523.81,,Yes
Grocery,Chennai,Female,56,Senior,3835.85,3905.4,4546.54,1851.79,No
Merchandise,Kolkata,Female,42,Middle Age,3880.27,23723.31,5966.53,6315.58,No
Merchandise,Kolkata,Male,56,Senior,2178.1,14323.53,15163.05,552.93,No
Grocery,Lucknow,Female,19,Young Adult,13610.18,,5434.85,6897.0,No
Grocery,Indore,Female,30,Adult,2031.25,23999.39,7505.31,,No
Merchandise,Hyderabad,Female,24,Young Adult,3575.69,-22532.25,20929.05,2875.55,Yes
Grocery,Bangalore,Male,49,Middle Age,,14145.52,12951.09,,No
Grocery,Kolkata,Male,60,Senior,4394.32,14357.89,2573.76,12377.15,No
Merchandise,Lucknow,Female,20,Young Adult,1125.87,24192.9,14460.25,3655.81,No
Grocery,Pune,Female,21,Young Adult,3044.74,13157.69,15865.81,6401.98,No
Merchandise,Jaipur,Female,30,Adult,13124.4,9773.46,8733.01,2192.66,No
Merchandise,Indore,Female,60,Senior,17678.16,23618.21,9480.38,1878.72,Yes
Merchandise,Kolkata,Female,63,Senior,16575.6,13681.13,14112.66,13285.41,Yes
Grocery,Mumbai,Female,46,Middle Age,16701.19,12926.43,18950.19,9009.95,Yes
Merchandise,Indore,Female,36,Middle Age,8178.17,23841.42,2448.81,13039.52,No
Merchandise,Bangalore,Male,50,Middle Age,19567.87,4757.61,9776.2,11256.66,Yes
Grocery,Kolkata,Male,48,Middle Age,5322.02,12664.64,13013.6,15313.66,No
Grocery,Hyderabad,Female,-1,Teen,19164.6,,2911.54,6708.48,No
Grocery,Lucknow,Female,17,Teen,16533.04,15237.77,5602.95,8834.58,Yes
Grocery,Hyderabad,Male,22,Young Adult,6918.38,5805.39,19454.22,1341.9,No
Merchandise,Jaipur,Male,24,Young Adult,16197.68,4798.55,18123.67,6557.0,No
Merchandise,Bangalore,Male,15,Teen,11458.13,3432.08,15961.51,-16690.18,No
Grocery,Delhi,Male,46,Middle Age,7598.18,5379.6,16243.12,-4769.45,No
Merchandise,Lucknow,Male,28,Adult,-18154.88,7416.67,,15816.51,No
Grocery,Chennai,Female,54,Senior,8774.03,23796.22,15434.26,17530.23,No
Merchandise,Delhi,Male,41,Middle Age,-5562.7,1965.21,13922.72,14127.24,No
Merchandise,Indore,Female,21,Young Adult,9899.42,10480.17,16406.66,12990.89,No
Merchandise,Pune,Female,60,Senior,12266.89,20369.2,17756.2,11008.39,No
Merchandise,Lucknow,Female,38,Middle Age,14140.73,905.48,16251.76,5830.82,Yes
Merchandise,Pune,Female,16,Teen,,11685.62,7467.79,3242.25,No
Merchandise,Hyderabad,Male,48,Middle Age,,17420.63,,8599.48,No
Merchandise,,Male,45,Middle Age,8898.22,8995.01,4513.82,4463.11,No
Grocery,Chennai,Male,51,Senior,11987.29,9842.86,,15420.82,No
Grocery,Chennai,Female,41,Middle Age,15506.09,16211.02,4011.69,9236.31,No
Grocery,Bangalore,Male,50,Middle Age,1761.23,10468.66,19690.12,4479.72,Yes
Grocery,Pune,,53,Senior,2734.64,15235.02,11640.61,11926.81,Yes
Merchandise,Pune,Male,33,Adult,11197.46,18615.66,506.98,12828.73,No
Merchandise,Jaipur,Female,52,Senior,2853.89,16777.65,20271.7,1892.99,Yes
Merchandise,Bangalore,Male,43,Middle Age,7235.37,,19880.28,2129.21,No
Merchandise,Kolkata,Male,150,Senior,651.28,14611.71,9800.83,12343.82,No
Merchandise,Indore,Female,43,Middle Age,13691.15,,13003.72,8786.18,No
Grocery,Hyderabad,Female,54,Senior,5466.99,9554.23,8122.64,17205.76,Yes
,Chennai,Female,60,Senior,4588.98,14690.24,17285.35,6103.05,Yes
Merchandise,Pune,Female,31,Adult,15723.49,6675.03,20362.54,5177.15,No
Grocery,Indore,Male,22,Young Adult,-8560.68,11816.98,6679.59,2006.22,Yes
Grocery,Pune,Male,35,Adult,15851.91,13449.76,7695.23,11805.68,No
Merchandise,Hyderabad,Female,61,Senior,8922.08,14531.99,11774.93,2628.48,No
Grocery,Bangalore,Female,43,Middle Age,4963.69,4478.15,13856.06,11218.48,Yes
Merchandise,Chennai,Female,59,Senior,3116.08,-19549.84,7816.26,6229.1,No
Merchandise,Lucknow,Male,33,Adult,14113.55,915.36,15045.42,6951.93,Yes
Grocery,Kolkata,Female,150,Senior,1171.17,18345.97,14985.21,3797.27,Yes
Merchandise,Bangalore,Female,29,Adult,5159.19,16208.13,-3805.05,13439.6,Yes
Grocery,Jaipur,Male,46,Middle Age,16063.72,8127.95,14000.45,13260.27,No
Merchandise,Jaipur,Female,20,Young Adult,19769.07,24609.98,1924.65,16690.84,Yes
Merchandise,Hyderabad,Female,41,Middle Age,19578.49,24887.26,6589.01,9759.09,No
Grocery,Indore,Female,59,Senior,9074.12,12018.85,14143.75,8608.41,No
Merchandise,Bangalore,Female,20,Young Adult,17125.45,6292.98,14330.03,6589.94,No
Grocery,Lucknow,Female,40,Middle Age,14684.9,1744.75,4817.34,5519.9,No
Grocery,Mumbai,Female,33,Adult,10076.02,1509.78,19294.56,5406.04,No
Grocery,Pune,Female,51,,-10171.25,5593.21,8953.73,16913.51,No
Grocery,,Male,58,Senior,,21966.74,1958.83,13456.76,Yes
Grocery,Hyderabad,Male,16,Teen,17520.89,6459.71,17640.09,12825.87,No
Grocery,Mumbai,Female,39,Middle Age,2311.63,11646.33,21716.53,15305.47,Yes
Merchandise,Chennai,Female,59,Senior,12865.92,15756.7,3003.76,10180.86,Yes
Merchandise,Pune,Male,32,Adult,16611.57,-8982.51,16966.02,7683.63,Yes
Merchandise,Pune,Male,49,Middle Age,628.51,24159.68,3193.21,9184.59,Yes
Merchandise,Kolkata,Female,19,Young Adult,7840.65,17504.21,14929.76,17629.27,Yes
Grocery,Delhi,Male,53,Senior,,4672.96,5056.7,946.55,Yes
Merchandise,Lucknow,Male,30,Adult,10440.87,8784.01,,4372.55,Yes
Merchandise,Chennai,Female,62,Senior,14800.21,8312.97,8585.1,17215.01,No
Merchandise,Lucknow,Male,52,Senior,4949.59,3494.68,9480.83,6766.69,No
Grocery,Mumbai,Male,51,Senior,1895.19,19946.17,2123.12,1305.11,No
Grocery,Chennai,Female,56,Senior,792.31,19042.7,8403.03,11703.27,Yes
Merchandise,Indore,Male,56,Senior,19085.49,7288.59,2066.07,10269.0,Yes
Grocery,Chennai,Male,36,Middle Age,-9918.94,14466.13,5098.54,3651.32,Yes
Grocery,Mumbai,Female,26,Adult,3673.9,15914.96,10002.77,7458.12,No
Merchandise,Mumbai,Female,18,Young Adult,15491.47,9598.56,5689.82,4703.34,Yes
Merchandise,Mumbai,Male,25,Young Adult,18291.86,,5636.44,16953.26,No
Grocery,Delhi,Male,25,Young Adult,11760.62,1012.47,8393.78,10094.25,Yes
Grocery,,Male,30,Adult,7880.92,11918.16,13840.37,3629.24,No
Grocery,Lucknow,Male,20,Young Adult,-8215.14,12613.49,16754.17,-9416.07,No
Merchandise,Pune,Female,62,Senior,3273.44,4271.33,13379.88,7582.33,Yes
Merchandise,Bangalore,Male,64,Senior,,18543.97,5879.31,11864.4,No
Merchandise,Chennai,Female,43,Middle Age,6538.54,9098.61,2923.46,1912.96,Yes
Grocery,Jaipur,Female,150,Senior,17420.39,,12970.02,15730.97,Yes
Merchandise,Hyderabad,Female,25,Young Adult,17721.36,4723.43,7901.39,15915.0,No
Grocery,Delhi,Female,17,Teen,6290.1,20397.5,13139.76,6029.2,Yes
Grocery,Jaipur,Female,47,Middle Age,,20985.57,11188.68,15576.0,Yes
Grocery,Lucknow,Female,25,Young Adult,2044.79,7871.5,18473.34,13133.27,Yes
Grocery,Hyderabad,Male,22,Young Adult,13553.22,12825.44,6348.74,12795.39,No
Grocery,Lucknow,Female,55,Senior,3666.64,2526.25,21216.14,14493.96,No
Merchandise,Delhi,Female,55,Senior,5854.76,10776.32,13382.35,9749.45,No
Merchandise,,Male,45,Middle Age,5217.0,8404.5,16737.4,1436.02,No
Grocery,Jaipur,Male,150,Senior,15694.61,2275.91,13008.45,788.59,No
Merchandise,Indore,Male,24,Young Adult,3823.83,14514.54,7008.35,3306.54,No
Grocery,Jaipur,Male,62,Senior,17434.74,6266.52,8074.07,12044.16,No
Grocery,Lucknow,Female,44,Middle Age,14946.03,18565.22,19057.34,2616.51,No
Merchandise,Jaipur,Female,27,Adult,13538.95,10773.65,2851.41,13659.12,Yes
Merchandise,Jaipur,Female,60,Senior,8263.56,5936.19,4331.82,15765.56,Yes
Grocery,Delhi,Female,49,Middle Age,14262.18,12245.86,20798.28,1010.92,No
Merchandise,Kolkata,Female,25,Young Adult,12593.09,12474.34,21510.73,9006.83,No
Grocery,Chennai,Male,-1,Teen,13391.65,9713.8,14078.1,3647.82,Yes
Merchandise,Jaipur,Female,32,Adult,6467.16,20924.97,5096.43,7154.17,Yes
,Delhi,Female,59,Senior,18490.01,2288.24,8502.63,1836.89,Yes
Merchandise,Kolkata,Male,35,Adult,3987.53,15851.92,13443.88,14086.95,Yes
Grocery,Pune,Female,48,Middle Age,13271.81,20121.64,,13793.0,No
Merchandise,Mumbai,Male,16,Teen,19243.35,1540.91,8504.35,,No
Merchandise,Indore,Female,20,Young Adult,16754.59,24527.81,7566.74,9999.36,Yes
Merchandise,Chennai,Male,27,Adult,18275.93,20860.96,4416.03,,No
Grocery,Lucknow,Male,40,Middle Age,13815.47,4287.46,3732.51,3861.7,Yes
Merchandise,Chennai,Male,16,Teen,3889.55,2237.34,10113.93,15508.4,No
Merchandise,Hyderabad,Male,15,Teen,13985.25,7445.39,21513.73,7536.2,Yes
Merchandise,Chennai,Female,41,Middle Age,9782.0,9560.03,3101.4,17912.77,Yes
Grocery,Hyderabad,Male,21,Young Adult,2080.59,10952.81,-7522.35,1632.27,No
Merchandise,Chennai,Male,17,Teen,13412.17,16337.69,7381.85,10943.39,Yes
Grocery,Bangalore,Male,18,Young Adult,1132.22,2626.67,12028.06,641.79,Yes
Grocery,Mumbai,Male,35,Adult,13582.01,709.85,16249.3,2710.3,No
Merchandise,Kolkata,Female,45,Middle Age,12405.14,16180.07,4497.91,7301.17,No
Merchandise,Mumbai,Male,49,Middle Age,4780.46,23678.41,16565.72,7084.78,No
Merchandise,Delhi,Male,150,Senior,11338.27,12319.28,15385.68,9299.0,Yes
Grocery,Indore,Female,42,Middle Age,2782.96,,5853.34,17589.37,No
Merchandise,Chennai,Male,22,Young Adult,1218.06,21404.13,10152.58,9879.89,No
Grocery,Delhi,Male,50,Middle Age,,15998.6,-2350.88,11677.05,Yes
Merchandise,Kolkata,Female,54,Senior,1682.98,11745.44,3869.58,4388.86,Yes
Merchandise,Mumbai,Female,17,Teen,4840.83,12652.93,14320.53,10705.39,Yes
,Hyderabad,Male,24,Young Adult,9520.81,14105.39,14282.64,10455.71,No
Merchandise,Lucknow,Male,23,Young Adult,8447.57,19505.78,5967.58,14832.98,Yes
,Indore,,64,Senior,10244.81,18712.77,15425.36,17004.6,No
Merchandise,Indore,Male,49,Middle Age,18773.94,6131.54,15922.12,8376.46,No
Merchandise,Lucknow,Female,150,Senior,11319.43,10173.18,5898.17,14327.56,No
Merchandise,Pune,Female,26,,10569.75,19373.71,8003.86,15687.62,No
Grocery,Indore,Female,31,Adult,5317.95,21895.05,2715.83,1560.78,No
Merchandise,Delhi,Female,62,Senior,1741.16,11347.4,5557.88,17350.03,Yes
Grocery,Chennai,Female,40,Middle Age,2112.2,22582.42,-5721.48,6452.3,Yes
Merchandise,Mumbai,Female,52,Senior,19100.06,4538.57,5835.97,3032.78,Yes
Grocery,Pune,Female,27,Adult,7822.3,12800.94,1059.48,630.93,Yes
Grocery,Hyderabad,Male,150,Senior,4712.25,22611.64,13127.39,769.66,Yes
